task_order,task_id,model,run,submission_status,terminal_status,terminal_pass,verifier_error,source_path,validity_status,validity_pass,validity_value,tanimoto_similarity_status,tanimoto_similarity_pass,tanimoto_similarity_value,scaffold_mcs_status,scaffold_mcs_pass,scaffold_mcs_value,interaction_similarity_status,interaction_similarity_pass,interaction_similarity_value,binding_probability_status,binding_probability_pass,binding_probability_value
23,smdd_003_4S0V_2,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_4S0V_2__EFkqAXA/verifier/reward.json,passed,True,1.0,passed,True,0.2028985507246377,passed,True,0.2857142857142857,failed,False,0.5,passed,True,0.7733944654464722
24,smdd_003_4ZZO_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.4864864864864865,passed,True,0.5517241379310345,failed,False,0.3,failed,False,0.41041167080402374
24,smdd_003_4ZZO_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.38666666666666666,passed,True,0.4827586206896552,failed,False,0.5555555555555556,failed,False,0.5199263840913773
24,smdd_003_4ZZO_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.475,passed,True,0.6206896551724138,failed,False,0.625,passed,True,0.7790500521659851
24,smdd_003_4ZZO_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.2159090909090909,passed,True,0.5862068965517241,failed,False,0.5,passed,True,0.746811717748642
24,smdd_003_4ZZO_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.21359223300970873,passed,True,0.6285714285714286,failed,False,0.5,failed,False,0.6331628113985062
24,smdd_003_4ZZO_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.475,passed,True,0.4827586206896552,failed,False,0.6,failed,False,0.37568967044353485
24,smdd_003_4ZZO_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4ZZO_0/result.json,passed,True,True,passed,True,0.08860759493670886,passed,True,0.20689655172413793,failed,False,0.5714285714285714,failed,False,0.41919679939746857
24,smdd_003_4ZZO_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_4ZZO_0__CiJyPjm/verifier/reward.json,passed,True,1.0,passed,True,0.12195121951219512,passed,True,0.41379310344827586,failed,False,0.2222222222222222,failed,False,0.1669546589255333
25,smdd_003_4ZZO_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.2872340425531915,passed,True,0.4444444444444444,failed,False,0.5,passed,True,0.8469435572624207
25,smdd_003_4ZZO_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.37755102040816324,passed,True,0.6296296296296297,failed,False,0.5454545454545454,passed,True,0.8860648572444916
25,smdd_003_4ZZO_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.45348837209302323,passed,True,0.48148148148148145,failed,False,0.5,failed,False,0.30615243315696716
25,smdd_003_4ZZO_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.36363636363636365,passed,True,0.5925925925925926,failed,False,0.45454545454545453,passed,True,0.7400230169296265
25,smdd_003_4ZZO_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.27956989247311825,passed,True,0.6296296296296297,failed,False,0.5555555555555556,passed,True,0.8804774582386017
25,smdd_003_4ZZO_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.37209302325581395,failed,False,0.6666666666666666,failed,False,0.6,passed,True,0.9384081065654755
25,smdd_003_4ZZO_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4ZZO_1/result.json,passed,True,True,passed,True,0.4880952380952381,passed,True,0.6296296296296297,failed,False,0.5454545454545454,passed,True,0.7260036766529083
25,smdd_003_4ZZO_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_4ZZO_1__vTrg3n6/verifier/reward.json,passed,True,1.0,passed,True,0.2727272727272727,failed,False,0.6666666666666666,failed,False,0.6666666666666666,failed,False,0.5442429929971695
26,smdd_003_5A5S_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.3037974683544304,passed,True,0.5789473684210527,failed,False,0.7,passed,True,0.7930795848369598
26,smdd_003_5A5S_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.2736842105263158,passed,True,0.625,failed,False,0.45454545454545453,failed,False,0.6464537084102631
26,smdd_003_5A5S_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.11827956989247312,passed,True,0.5789473684210527,failed,False,0.6666666666666666,passed,True,0.9288172721862793
26,smdd_003_5A5S_1,GPT-5.4,gpt_54_med_full_eval,,passed,True,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.3375,passed,True,0.5789473684210527,passed,True,0.8,passed,True,0.9150728583335876
26,smdd_003_5A5S_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,passed,True,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.22666666666666666,passed,True,0.5789473684210527,passed,True,0.8888888888888888,passed,True,0.7863350510597229
26,smdd_003_5A5S_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.21794871794871795,passed,True,0.3157894736842105,failed,False,0.5,failed,False,0.6422485709190369
26,smdd_003_5A5S_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5A5S_1/result.json,passed,True,True,passed,True,0.26582278481012656,passed,True,0.5263157894736842,failed,False,0.5,failed,False,0.59102663397789
26,smdd_003_5A5S_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_5A5S_1__8Hope48/verifier/reward.json,passed,True,1.0,passed,True,0.17073170731707318,passed,True,0.5263157894736842,failed,False,0.6666666666666666,passed,True,0.8507032096385956
27,smdd_003_5A9U_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.4,passed,True,0.36,failed,False,0.6666666666666666,passed,True,0.8805693686008453
27,smdd_003_5A9U_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.17346938775510204,passed,True,0.6153846153846154,failed,False,0.3333333333333333,failed,False,0.2637817785143852
27,smdd_003_5A9U_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.16981132075471697,passed,True,0.5384615384615384,failed,False,0.6666666666666666,passed,True,0.7042225301265717
27,smdd_003_5A9U_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.4567901234567901,passed,True,0.64,failed,False,0.5,failed,False,0.6358874142169952
27,smdd_003_5A9U_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.2558139534883721,passed,True,0.56,failed,False,0.2,failed,False,0.3041055053472519
27,smdd_003_5A9U_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.4588235294117647,passed,True,0.5185185185185185,failed,False,0.5,failed,False,0.5562920272350311
27,smdd_003_5A9U_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5A9U_0/result.json,passed,True,True,passed,True,0.2222222222222222,passed,True,0.52,failed,False,0.2857142857142857,failed,False,0.1676841825246811
27,smdd_003_5A9U_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_5A9U_0__hqKgXoj/verifier/reward.json,passed,True,1.0,passed,True,0.14666666666666667,passed,True,0.32,failed,False,0.2857142857142857,failed,False,0.19118335843086243
28,smdd_003_5A9U_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.3625,passed,True,0.6,failed,False,0.42857142857142855,passed,True,0.76301309466362
28,smdd_003_5A9U_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.21505376344086022,passed,True,0.56,failed,False,0.3333333333333333,failed,False,0.1720132753252983
28,smdd_003_5A9U_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.46153846153846156,passed,True,0.56,failed,False,0.5714285714285714,passed,True,0.7931895852088928
28,smdd_003_5A9U_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.4878048780487805,passed,True,0.56,failed,False,0.5714285714285714,failed,False,0.3188692033290863
28,smdd_003_5A9U_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.23076923076923078,passed,True,0.52,failed,False,0.4,passed,True,0.7695511877536774
28,smdd_003_5A9U_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.10869565217391304,passed,True,0.4,failed,False,0.14285714285714285,failed,False,0.33141325414180756
28,smdd_003_5A9U_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5A9U_1/result.json,passed,True,True,passed,True,0.2564102564102564,passed,True,0.48,failed,False,0.6,failed,False,0.6704141199588776
28,smdd_003_5A9U_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_5A9U_1__ntoYVzU/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
29,smdd_003_5B5P_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.3157894736842105,passed,True,0.4,failed,False,0.45454545454545453,passed,True,0.89126256108284
29,smdd_003_5B5P_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.43478260869565216,passed,True,0.4,failed,False,0.625,passed,True,0.979667454957962
29,smdd_003_5B5P_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.4090909090909091,passed,True,0.4,failed,False,0.0,passed,True,0.7993641793727875
29,smdd_003_5B5P_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.410958904109589,passed,True,0.4,failed,False,0.3333333333333333,passed,True,0.8728196024894714
29,smdd_003_5B5P_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.22857142857142856,passed,True,0.4,failed,False,0.3333333333333333,passed,True,0.7076069116592407
29,smdd_003_5B5P_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.3582089552238806,passed,True,0.4,failed,False,0.2222222222222222,passed,True,0.8468409180641174
29,smdd_003_5B5P_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5B5P_0/result.json,passed,True,True,passed,True,0.2631578947368421,passed,True,0.5555555555555556,failed,False,0.16666666666666666,failed,False,0.36390043795108795
29,smdd_003_5B5P_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_5B5P_0__53kcrSx/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
30,smdd_003_5B5P_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.42857142857142855,passed,True,0.4,failed,False,0.0,passed,True,0.7993641793727875
30,smdd_003_5B5P_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.45161290322580644,passed,True,0.4,failed,False,0.0,passed,True,0.8745918571949005
30,smdd_003_5B5P_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.45,passed,True,0.4,failed,False,0.5714285714285714,passed,True,0.9596144258975983
30,smdd_003_5B5P_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.2911392405063291,passed,True,0.4,failed,False,0.4,passed,True,0.8471002280712128
30,smdd_003_5B5P_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.1724137931034483,failed,False,0.7,failed,False,0.2727272727272727,passed,True,0.736027717590332
30,smdd_003_5B5P_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.4406779661016949,passed,True,0.4,failed,False,0.5,passed,True,0.9385184645652771
30,smdd_003_5B5P_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5B5P_1/result.json,passed,True,True,passed,True,0.36363636363636365,failed,False,0.9333333333333333,failed,False,0.5555555555555556,passed,True,0.8965280950069427
30,smdd_003_5B5P_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_5B5P_1__iaDPJAx/verifier/reward.json,passed,True,1.0,passed,True,0.2054794520547945,passed,True,0.5833333333333334,failed,False,0.15384615384615385,failed,False,0.5415370762348175
31,smdd_003_5DC8_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.36585365853658536,passed,True,0.3333333333333333,failed,False,0.625,passed,True,0.7437447607517242
31,smdd_003_5DC8_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.42857142857142855,passed,True,0.0,failed,False,0.7,passed,True,0.8781448602676392
31,smdd_003_5DC8_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.27450980392156865,passed,True,0.375,failed,False,0.5454545454545454,passed,True,0.9132713079452515
31,smdd_003_5DC8_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.38461538461538464,failed,False,1.0,failed,False,0.6666666666666666,passed,True,0.9445595741271973
31,smdd_003_5DC8_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.36585365853658536,passed,True,0.3333333333333333,failed,False,0.75,passed,True,0.8545559644699097
31,smdd_003_5DC8_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.35,passed,True,0.6,failed,False,0.06666666666666667,failed,False,0.6228162348270416
31,smdd_003_5DC8_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5DC8_0/result.json,passed,True,True,passed,True,0.4,passed,True,0.6,failed,False,0.6,passed,True,0.9292643666267395
31,smdd_003_5DC8_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_5DC8_0__KRiycQ4/verifier/reward.json,passed,True,1.0,passed,True,0.3409090909090909,passed,True,0.3333333333333333,failed,False,0.6666666666666666,passed,True,0.8846854865550995
32,smdd_003_5DC8_2,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.38181818181818183,passed,True,0.42857142857142855,failed,False,0.2727272727272727,passed,True,0.7110625505447388
32,smdd_003_5DC8_2,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.4230769230769231,passed,True,0.6,failed,False,0.3,passed,True,0.7918073832988739
32,smdd_003_5DC8_2,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.3888888888888889,failed,False,0.8333333333333334,failed,False,0.3076923076923077,passed,True,0.9589115679264069
32,smdd_003_5DC8_2,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.46774193548387094,passed,True,0.6363636363636364,failed,False,0.6,passed,True,0.8423179388046265
32,smdd_003_5DC8_2,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.18181818181818182,passed,True,0.6,failed,False,0.5,failed,False,0.6927691400051117
32,smdd_003_5DC8_2,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.31666666666666665,passed,True,0.6,failed,False,0.0,failed,False,0.4698955863714218
32,smdd_003_5DC8_2,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5DC8_2/result.json,passed,True,True,passed,True,0.46551724137931033,passed,True,0.5,failed,False,0.3333333333333333,passed,True,0.8807646334171295
32,smdd_003_5DC8_2,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_5DC8_2__h3NoVSw/verifier/reward.json,passed,True,1.0,passed,True,0.23636363636363636,passed,True,0.6,failed,False,0.18181818181818182,failed,False,0.18018654733896255
33,smdd_003_5MW4_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.3888888888888889,passed,True,0.5862068965517241,failed,False,0.5,passed,True,0.7759719789028168
33,smdd_003_5MW4_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.2,passed,True,0.3448275862068966,failed,False,0.23076923076923078,failed,False,0.634059339761734
33,smdd_003_5MW4_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.43023255813953487,failed,False,0.6896551724137931,failed,False,0.4166666666666667,passed,True,0.9226105511188507
33,smdd_003_5MW4_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.32222222222222224,passed,True,0.41379310344827586,failed,False,0.5625,passed,True,0.7178780138492584
33,smdd_003_5MW4_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.04597701149425287,passed,True,0.3793103448275862,failed,False,0.2857142857142857,failed,False,0.6367392539978027
33,smdd_003_5MW4_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.4431818181818182,passed,True,0.6,failed,False,0.6666666666666666,passed,True,0.9003408253192902
33,smdd_003_5MW4_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5MW4_0/result.json,passed,True,True,passed,True,0.23809523809523808,passed,True,0.4482758620689655,failed,False,0.5833333333333334,failed,False,0.5259025394916534
33,smdd_003_5MW4_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_5MW4_0__CfkmwF2/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
34,smdd_003_5S7X_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.4492753623188406,passed,True,0.41379310344827586,failed,False,0.5,passed,True,0.7882637977600098
34,smdd_003_5S7X_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.4492753623188406,passed,True,0.4482758620689655,failed,False,0.2,failed,False,0.2724577337503433
34,smdd_003_5S7X_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.375,passed,True,0.625,failed,False,0.5,passed,True,0.7576719522476196
34,smdd_003_5S7X_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.48484848484848486,failed,False,0.7777777777777778,failed,False,0.2,failed,False,0.5479627847671509
34,smdd_003_5S7X_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.4426229508196721,failed,False,0.8333333333333334,failed,False,0.5,passed,True,0.843773603439331
34,smdd_003_5S7X_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.2835820895522388,passed,True,0.4583333333333333,failed,False,0.2,failed,False,0.26956041157245636
34,smdd_003_5S7X_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5S7X_0/result.json,passed,True,True,passed,True,0.27586206896551724,passed,True,0.625,failed,False,0.18181818181818182,failed,False,0.21337198466062546
34,smdd_003_5S7X_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_5S7X_0__mfJMfvm/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
35,smdd_003_5UEN_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.42857142857142855,passed,True,0.6071428571428571,failed,False,0.36363636363636365,passed,True,0.7355080544948578
35,smdd_003_5UEN_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.2375,passed,True,0.4642857142857143,failed,False,0.5,passed,True,0.8813895285129547
35,smdd_003_5UEN_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.14942528735632185,passed,True,0.5,failed,False,0.3333333333333333,passed,True,0.9640767276287079
35,smdd_003_5UEN_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.36585365853658536,passed,True,0.6428571428571429,failed,False,0.6,passed,True,0.8238993883132935
